""	"chr10p"	"chr10q"	"chr11p"	"chr11q"	"chr12p"	"chr12q"	"chr13q"	"chr14q"	"chr15q"	"chr16p"	"chr16q"	"chr17p"	"chr17q"	"chr18p"	"chr18q"	"chr19p"	"chr19q"	"chr1p"	"chr1q"	"chr20p"	"chr20q"	"chr21q"	"chr22q"	"chr2p"	"chr2q"	"chr3p"	"chr3q"	"chr4p"	"chr4q"	"chr5p"	"chr5q"	"chr6p"	"chr6q"	"chr7p"	"chr7q"	"chr8p"	"chr8q"	"chr9p"	"chr9q"
"OVTOKO_OVARY"	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"TCCSUP_URINARY_TRACT"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	1	1	0	-1	1	1	0	0	0	0
"HMCB_SKIN"	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
"KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	-1	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RERFLCAI_LUNG"	0	0	0	0	0	0	0	0	0	0	1	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"SKMEL5_SKIN"	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	-1	1	0	0
"CHL1_SKIN"	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
"NCIH2030_LUNG"	1	0	-1	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	-1
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"MFE319_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A2058_SKIN"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0
"SNU475_LIVER"	1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	1	1	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	-1	1	-1	0
"T24_URINARY_TRACT"	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNUC1_LARGE_INTESTINE"	0	-1	0	0	0	0	1	0	0	0	0	-1	0	-1	-1	0	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	0	1	0	-1	1	0	0
"ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HT1080_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
"PANC0813_PANCREAS"	0	0	1	1	1	0	0	1	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0
"RKO_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
"SU8686_PANCREAS"	0	-1	1	1	1	0	0	0	0	1	0	0	0	1	-1	-1	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	-1	1	1	0	-1	0	-1	-1
"HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"HS822T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CORL311_LUNG"	0	0	1	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	-1	0	0	1	0	0	0	-1	-1
"KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"NCIH2110_LUNG"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"VMCUB1_URINARY_TRACT"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0
"OAW42_OVARY"	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	-1
"MDAPCA2B_PROSTATE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	-1	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	-1
"CORL51_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	1	0	1	0	0
"AN3CA_ENDOMETRIUM"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
"HS819T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	-1	-1	0	0	1	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	-1	1	-1	-1	0	0	0	0	1	0	-1	1	0	1
"HS294T_SKIN"	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0
"COV644_OVARY"	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
"MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1
"SNU1_STOMACH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SKUT1_SOFT_TISSUE"	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS939T_SKIN"	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"KMRC20_KIDNEY"	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0
"T173_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KMBC2_URINARY_TRACT"	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	1	1	0	0	0	0	-1	1	0	-1	0	0	1
"HEC59_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0
"SW1088_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	1	1	0	0	1	1	0	0	0	0
"HS936T_SKIN"	0	0	-1	-1	0	0	0	0	1	0	0	-1	1	-1	-1	0	-1	0	1	1	1	1	1	0	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0
"SNU878_LIVER"	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	1	0	0	-1	1	0	1	0	0	0	1	0	0	1	1	-1	-1	0	0	-1	0	0	0	-1	0	-1	-1
"SNU175_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"SNU761_LIVER"	0	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	0	0
"SNU407_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU466_CENTRAL_NERVOUS_SYSTEM"	-1	-1	1	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	0	-1	1	1	0	0	0	0
"SNU601_STOMACH"	0	0	0	0	1	1	0	0	0	0	0	1	0	-1	-1	0	1	0	0	0	1	0	0	0	0	0	1	-1	0	0	0	1	1	1	0	0	0	0	0
"SNU1076_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	1	1	-1	0	0	0	-1	1	-1	-1	0	0	0	0	1	0	-1	1	0	1
"SNU283_LARGE_INTESTINE"	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	1	1	0	-1	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0
"SNU324_PANCREAS"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0
"JHOM1_OVARY"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	-1	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	1	0	0	0	-1	-1	0	0	0	0
"SNU349_KIDNEY"	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	-1	1	0	0	1	1	0	0	1	1	0	0	-1	-1
"CJM_SKIN"	0	0	0	-1	0	0	-1	1	0	-1	0	-1	0	0	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	-1	1	-1	0	1	0	-1	-1	0	0	1	1	1	0
"OVK18_OVARY"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
"PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"SNU216_STOMACH"	-1	0	1	1	-1	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	1	0	0	-1	0	0	1	0	0	0	0	0	0	1	1	-1	1	0	0
"HS172T_URINARY_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TUHR4TKB_KIDNEY"	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	0	0	0
"HS706T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TE14_OESOPHAGUS"	0	0	0	0	-1	0	0	1	0	0	0	0	0	-1	-1	0	0	0	1	1	0	-1	0	0	0	-1	0	0	-1	0	-1	-1	1	0	0	0	1	0	1
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0
"SHSY5Y_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"NCIH1436_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	0	0
"WM1799_SKIN"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
"HT115_LARGE_INTESTINE"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
"CL40_LARGE_INTESTINE"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU886_LIVER"	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-1	0
"HEPG2_LIVER"	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1
"HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SKNSH_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"NCIH1435_LUNG"	0	0	0	0	0	0	1	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	1	-1	0	0	0	0	-1	1	-1	0
"PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	0
"NCIH716_LARGE_INTESTINE"	1	-1	0	-1	0	0	0	1	0	1	0	-1	-1	0	0	-1	-1	0	0	0	1	-1	-1	1	0	-1	0	-1	0	1	0	0	0	1	1	-1	-1	-1	-1
"EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	-1	0	1	-1	-1	-1	0	0	1	-1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	-1	1	0	1	-1	0	1	-1	0	1	1
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"KP4_PANCREAS"	0	0	0	0	1	0	-1	0	-1	-1	0	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	-1	-1	0	0
"NUGC4_STOMACH"	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"COLO783_SKIN"	-1	-1	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	1	0	0	-1	-1
"KCIMOH1_PANCREAS"	0	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	-1	-1	-1	1	0	0	0	0	-1	0	0	0	0	0	0	-1	1	0	-1	-1	0	0	-1	1	0	0
"KS1_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPMI7951_SKIN"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"T98G_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	-1	1	0	0	0	0	0
"OV90_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0
"ASPC1_PANCREAS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0
"MDAMB231_BREAST"	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	1	-1	0	0	0	0	0	0
"EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0
"LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	-1	1	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	1	0	-1	-1	0	0	0	0	1	1	1	1	-1	-1	1	1	-1	-1
"CAL54_KIDNEY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	-1	0	0	0	0	0	0	0	1	1	0	0	-1	-1
"JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ISTMES2_PLEURA"	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	0
"SNU81_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU620_STOMACH"	0	0	0	0	0	0	0	1	0	0	0	-1	1	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1
"8305C_THYROID"	0	-1	0	0	-1	-1	-1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	1	1	1
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1
"CAL33_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	-1	1	0	0
"M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
"LS180_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAL27_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	1	0	0	0	0	-1	1	-1	-1	0	0	0	0	1	0	-1	0	0	1
"VMRCRCW_KIDNEY"	0	0	0	0	0	0	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	-1	1	0	0
"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RERFLCAD1_LUNG"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0
"KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	1	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
"SW579_THYROID"	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0
"MFE296_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RT112_URINARY_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	1	0	0	0	0	1	1	-1	0	0	0	0	0	0	-1	1	0	0
"SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS840T_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	1	0	1	0	0	0	0	0	0	0	0	0	-1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"HSC3_UPPER_AERODIGESTIVE_TRACT"	0	0	1	-1	0	0	0	1	-1	-1	-1	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	1	0	0	-1	0	-1	-1	0	1	0
"SNU520_STOMACH"	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0
"SNU1040_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IGROV1_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SJSA1_BONE"	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0
